type	creator	version	update	ID	sex	birthYear	birthPlace	birthRegion	language	firstLang	homeLang	workLang	resPlace	resRegion	eduPlace	eduRegion	eduSize	education	eduLevel	occupation	occLevel	notes
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03028	sex2	1964	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03029	sex1	1946	NL-62-	regN4b	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	researcher	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03030	sex2	1951	NL-314	regN1a	SD	SD	SD	SD	NL-372	regN2b	NL-313	regN1a	size2	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03031	sex1	1949	NL-23-	regN1a	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	unspecified	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03032	sex1	1951	xxx	regX	SD	SD	SD	SD	NL-97-	regN3d	xxx	regX	sizeX	unknown	edu1	doctor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03033	sex1	1957	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03034	sex1	1958	NL-38-	regN2b	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	universiteit	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03035	sex1	1956	DZ	regZ	SD	unknown	unknown	SD	NL-20-	regN1b	DZ	regZ	sizeX	havo	edu2	actor	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03036	sex1	1949	DZ	regZ	SD	unknown	unknown	SD	NL-20-	regN1b	DZ	regZ	sizeX	universiteit	edu1	film director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03037	sex1	1942	NL-940	regN3c	SD	SD	SD	SD	NL-374	regN2b	xxx	regX	sizeX	universiteit	edu1	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03038	sex1	1952	NL-25-	regN1a	SD	SD	SD	SD	NL-375	regN2b	NL-240	regN1a	size2	hbo	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03039	sex1	1963	NL-318	regN1a	SD	SD	SD	SD	NL-124	regN1b	NL-323	regN1a	size4	universiteit	edu1	correspondent	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03040	sex1	1949	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03041	sex1	1947	MA	regZ	SD	unknown	unknown	SD	NL-50-	regN4a	MA	regZ	sizeX	universiteit	edu1	civil servant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03042	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03043	sex1	1963	xxx	regX	SD	SD	SD	SD	NL-119	regN1b	xxx	regN1b	sizeX	unknown	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03044	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	chairman	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03045	sex1	1946	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03046	sex2	1947	NL-600	regN4b	SD	SD	SD	SD	NL-144	regN1b	NL-600	regN4b	size3	unknown	edu1	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03047	sex1	1945	NL-64-	regN4b	SD	SD	SD	SD	NL-26-	regN1a	NL-64-	regN4b	size2	universiteit	edu1	minister	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03048	sex2	1980	NL-35-	regN1c	SD	SD	SD	SD	NL-35-	regN1c	NL-35-	regN1c	size1	vwo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03049	sex1	1948	xxx	regX	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	universiteit	edu1	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03050	sex1	1946	NL-206	regN1b	SD	SD	SD	SD	NL-20-	regN1b	NL-20-	regN1b	size1	vwo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03051	sex1	1944	NL-996	regN3d	SD	SD	SD	SD	NL-10-	regN1b	NL-446	regN2a	size3	universiteit	edu1	cabaret performer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03052	sex1	1967	xxx	regX	SD	SD	SD	SD	NL-406	regN2c	xxx	regX	sizeX	universiteit	edu1	editor	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03053	sex1	1927	NL-20-	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-20-	regN1b	size1	unknown	edu1	author	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03054	sex1	1969	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	hbo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03055	sex2	1955	NL-686	regN2c	SD	SD	SD	SD	NL-127	regN1b	NL-686	regN2c	size4	hbo	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03056	sex2	1959	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	hbo	edu1	correspondent	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03057	sex1	1941	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03058	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03059	sex1	1944	xxx	regN3e	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	mbo	edu2	superintendent of police	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03060	sex1	1939	NL-25-	regN1a	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	universiteit	edu1	mayor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03061	sex1	1934	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	managing director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03062	sex2	1956	NL-10-	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-10-	regN1b	size1	universiteit	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03063	sex2	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03064	sex1	1963	NL-80-	regN3b	SD	SD	SD	SD	xxx	regX	xxx	regN3b	sizeX	hbo	edu1	correspondent	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03065	sex2	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03066	sex1	1965	NL-141	regN1b	SD	SD	SD	SD	xxx	regX	NL-141	regN1b	size4	hbo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03067	sex2	1947	NL-12-	regN1b	SD	SD	SD	SD	xxx	regX	NL-12-	regN1b	size2	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03068	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03069	sex1	1948	NL-324	regN2a	SD	SD	SD	SD	NL-23-	regN1a	NL-295	regN1a	size4	universiteit	edu1	chairman	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03070	sex1	1946	NL-97-	regN3d	SD	SD	SD	SD	NL-976	regN3c	NL-97-	regN3d	size1	hbo	edu1	Member of Parliament	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03071	sex1	1952	xxx	regX	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	universiteit	edu1	alderman	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03072	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03073	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03074	sex1	1949	NL-25-	regN1a	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	universiteit	edu1	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03075	sex1	1944	NL-35-	regN1c	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03076	sex2	1936	NL-10-	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-10-	regN1b	size1	hbo	edu1	actor	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03077	sex1	1949	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	editor	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03078	sex1	1945	NL-25-	regN1a	SD	SD	SD	SD	NL-25-	regN1a	NL-25-	regN1a	size1	universiteit	edu1	mayor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03080	sex1	1942	xxx	regX	SD	SD	SD	SD	NL-25-	regN1a	xxx	regX	sizeX	unknown	edu1	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03081	sex1	1967	NL-160	regN2e	SD	SD	SD	SD	xxx	regX	NL-420	regN1a	size3	hbo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03082	sex1	1947	xxx	regX	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	unknown	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03083	sex1	1946	NL-46-	regN4a	SD	SD	SD	SD	xxx	regX	NL-20-	regN1b	size1	hbo	edu1	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03084	sex1	1949	NL-38-	regN2b	SD	SD	SD	SD	NL-38-	regN2b	NL-38-	regN2b	size1	hbo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03085	sex1	1940	NL-30-	regN1a	SD	SD	SD	SD	NL-140	regN1b	NL-xxx	regNx	sizeX	universiteit	edu1	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03086	sex1	1946	NL-97-	regN3d	SD	SD	SD	SD	NL-97-	regN3d	NL-97-	regN3d	size1	hbo	edu1	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03087	sex1	1947	NL-78-	regN3c	SD	SD	SD	SD	NL-30-	regN1a	xxx	regX	sizeX	universiteit	edu1	member of the board	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03088	sex2	1956	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu2	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03089	sex1	19nn	xxx	regX	SD	SD	SD	SD	NL-361	regN1c	xxx	regX	sizeX	unknown	eduX	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03090	sex1	1942	ID	regZ	SD	SD	SD	SD	NL-12-	regN1b	NL-210	regN1b	size3	mbo	edu2	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03091	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03092	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	unspecified	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03093	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03094	sex1	1947	NL-68-	regN2c	SD	SD	SD	SD	NL-10-	regN1b	NL-68-	regN2c	size1	unknown	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03095	sex2	1973	NL-299	regN1a	SD	SD	SD	SD	NL-56-	regN4a	xxx	regX	sizeX	unknown	edu2	swimmer	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03096	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03097	sex1	19nn	xxx	regX	SD	SD	SD	SD	NL-566	regN4a	xxx	regX	sizeX	unknown	edu1	doctor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03098	sex1	1978	NL-62-	regN4b	SD	SD	SD	SD	NL-566	regN4a	xxx	regX	sizeX	unknown	edu1	swimmer	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03099	sex1	1957	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03100	sex1	1973	NL-50-	regN4a	SD	SD	SD	SD	NL-50-	regN4a	NL-50-	regN4a	size1	unknown	edu2	athlete	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03101	sex1	1974	NL-170	regN1b	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	athlete	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03102	sex1	1971	NL-65-	regN2c	SD	SD	SD	SD	NL-670	regN2c	xxx	regX	sizeX	unknown	edu1	athlete	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03103	sex1	1948	AN	regZ	SD	SD	SD	SD	NL-393	regN2b	xxx	regX	sizeX	hbo	edu1	Member of Parliament	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03104	sex1	1952	NL-12-	regN1b	SD	SD	SD	SD	xxx	regX	NL-12-	regN1b	size2	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03105	sex1	1976	SR	regZ	SD	SD	SD	SD	IT	regZ	NL-10-	regN1b	size1	mavo	edu2	soccer player	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03106	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03107	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03108	sex1	1948	NL-74-	regN3b	SD	SD	SD	SD	NL-630	regN4b	NL-74-	regN3b	sizeX	unknown	edu2	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03109	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03110	sex1	1966	AN	regZ	SD	SD	SD	SD	NL-35-	regN1c	NL-33-	regN1a	size1	unknown	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03111	sex1	19nn	xxx	regX	SD	SD	SD	SD	NL-35-	regN1c	xxx	regX	sizeX	unknown	edu1	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03112	sex1	1968	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03113	sex1	1950	NL-10-	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-10-	regN1b	size1	hbo	edu1	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03114	sex1	1946	NL-705	regN3a	SD	SD	SD	SD	NL-700	regN3a	NL-705	regN3a	sizeX	havo	edu2	trainer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03115	sex1	1947	NL-227	regN1a	SD	SD	SD	SD	NL-12-	regN1b	NL-228	regN1a	size3	vwo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03116	sex1	1957	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03117	sex1	1971	NL-700	regN3a	SD	SD	SD	SD	NL-68-	regN2c	NL-700	regN3a	size3	hbo	edu1	commentator	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03118	sex1	1970	NL-162	regN2e	SD	SD	SD	SD	xxx	regZ	NL-161	regN2e	size5	lbo	edu3	soccer player	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03119	sex1	1970	NL-162	regN2e	SD	SD	SD	SD	xxx	regZ	NL-161	regN2e	size5	lbo	edu3	soccer player	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03120	sex1	1940	NL-68-	regN2c	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	museum director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03121	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03122	sex1	1949	NL-68-	regN2c	SD	SD	SD	SD	NL-68-	regN2c	NL-68-	regN2c	size1	unknown	edu1	consultant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03123	sex1	1948	NL-56-	regN4a	SD	SD	SD	SD	xxx	regX	NL-56-	regN4a	size1	universiteit	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03124	sex2	1968	xxx	regX	SD	SD	SD	SD	NL-xxx	regNx	xxx	regX	sizeX	unknown	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03125	sex1	1935	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03126	sex1	19nn	xxx	regX	SD	SD	SD	SD	NL-89-	regN3e	xxx	regX	sizeX	unknown	edu1	curator	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03127	sex1	1953	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03128	sex1	1944	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	researcher	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03129	sex2	1931	NL-699	regN3a	SD	SD	SD	SD	NL-373	regN2b	NL-420	regN1a	size3	universiteit	edu1	psychotherapist	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03130	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03131	sex1	1964	NL-453	regN2a	SD	SD	SD	SD	NL-280	regN1a	NL-30-	regN1a	size1	hbo	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03132	sex1	1943	NL-840	regN3e	SD	SD	SD	SD	NL-844	regN3e	NL-900	regN3e	sizeX	unknown	edu2	trainer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03133	sex1	1942	NL-840	regN3e	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03134	sex1	1954	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	historian	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03135	sex1	1934	NL-905	regN3e	SD	SD	SD	SD	xxx	regX	NL-905	regN3e	size5	hbo	edu1	member of the European Parliament	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03136	sex1	1948	NL-10-	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-10-	regN1b	size1	universiteit	edu1	programme maker	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03137	sex1	1959	NL-394	regN2b	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	hbo	edu1	actor	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03138	sex1	1945	NL-50-	regN4a	SD	SD	SD	SD	NL-10-	regN1b	xxx	regX	sizeX	hbo	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03139	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	unspecified	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03140	sex1	19nn	xxx	regX	SD	SD	SD	SD	NL-xxx	regNx	xxx	regX	sizeX	unknown	eduX	forester	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03141	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03142	sex1	1941	NL-25-	regN1a	SD	SD	SD	SD	NL-97-	regN3d	xxx	regX	sizeX	universiteit	edu1	mayor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03143	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03144	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03145	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03146	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	chef	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03148	sex1	1961	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	reporter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03149	sex1	1956	US	regZ	SD	SD	SD	SD	NL-25-	regN1a	xxx	regX	sizeX	universiteit	edu1	State Secretary	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03150	sex1	1954	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	hbo	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03151	sex1	1947	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03152	sex1	1938	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03153	sex1	1931	NL-97-	regN3d	SD	SD	SD	SD	NL-123	regN1b	xxx	regX	sizeX	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03154	sex1	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	eduX	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03155	sex2	1963	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	historian	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03156	sex1	1934	NL-35-	regN1c	SD	SD	SD	SD	NL-531	regN2c	xxx	regX	sizeX	unknown	eduX	member of the board	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03157	sex1	1947	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	unknown	edu1	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03158	sex2	19nn	xxx	regX	SD	unknown	unknown	SD	NL-25-	regN1a	xxx	regX	sizeX	unknown	eduX	funeral home director	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03159	sex2	19nn	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	programme maker	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N03160	sex2	1963	xxx	regX	SD	SD	SD	SD	xxx	regX	xxx	regX	sizeX	universiteit	edu1	journalist	occ2	none
